Feature ID	Kingdom	Phylum	Class	Order	Family	Genus	Specie
5517726e45f5349bac20d178efcecf9e	K__Bacteria	P__Actinobacteria	C__Actinobacteria	O__Streptomycetales	F__Streptomycetaceae	G__Streptomyces	S__NA
cfe527aa973e084b77f6c5b205bff40a	K__Bacteria	P__Proteobacteria	C__Gammaproteobacteria	O__NA	F__NA	G__NA	S__NA
10227c58b8a53e8d96d242fdd4154968	K__Bacteria	P__Firmicutes	C__Bacilli	O__Bacillales	F__Bacillaceae	G__Bacillus	S__NA
fb0f6edf153d29ea6038fd042877d67f	K__Bacteria	P__Bacteroidetes	C__Bacteroidia	O__Flavobacteriales	F__Flavobacteriaceae	G__Mariniflexile	S__uncultured bacterium
ab2839ed3956912392e5948a5fca9384	K__Bacteria	P__Bacteroidetes	C__Bacteroidia	O__Flavobacteriales	F__Flavobacteriaceae	G__Salegentibacter	S__NA
43178447e7709feac61fd1555060172b	K__Bacteria	P__Firmicutes	C__Bacilli	O__Bacillales	F__Bacillaceae	G__NA	S__NA
30f8c41459203a4cfe60694658c01c65	K__Bacteria	P__Bacteroidetes	C__Bacteroidia	O__Flavobacteriales	F__Flavobacteriaceae	G__Flavobacterium	S__NA
fddff2ad21f99ecf73286c999f81dbcb	K__Bacteria	P__Actinobacteria	C__Thermoleophilia	O__Solirubrobacterales	F__67-14	G__NA	S__NA
472aef782d320f1472cc83f4d22a26a5	K__Bacteria	P__Bacteroidetes	C__Bacteroidia	O__Flavobacteriales	F__Flavobacteriaceae	G__NA	S__NA
853f028e6caba0ed5101b4059100948c	K__Bacteria	P__Firmicutes	C__Bacilli	O__Bacillales	F__Bacillaceae	G__Bacillus	S__Bacillus decolorationis
88c7ef4c5ce121a4628f4304cd425162	K__Bacteria	P__Firmicutes	C__Bacilli	O__Bacillales	F__Bacillaceae	G__Bacillus	S__NA
f722cadced7b3ea1759566b3a4b90504	K__Bacteria	P__Firmicutes	C__Bacilli	O__Bacillales	F__Bacillaceae	G__Bacillus	S__NA
c6f473dfb0ea96a8875a9d0843d6ee8d	K__Bacteria	P__Proteobacteria	C__Alphaproteobacteria	O__Rhizobiales	F__Rhizobiaceae	G__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	S__NA
6161dbaa6917c46ec3fac97efd69b2d3	K__Bacteria	P__Firmicutes	C__Bacilli	O__Bacillales	F__Bacillaceae	G__Bacillus	S__NA
47cd2d19bc1e2ab549f545f0df85b808	K__Bacteria	P__Proteobacteria	C__Alphaproteobacteria	O__Rhizobiales	F__Xanthobacteraceae	G__Bradyrhizobium	S__NA
1bf0ba412b942b09375e6b6514a85b39	K__Bacteria	P__Acidobacteria	C__Acidobacteriia	O__Acidobacteriales	F__uncultured	G__NA	S__NA
0efb9b417aae97109b3c508fe973921b	K__Bacteria	P__Proteobacteria	C__Gammaproteobacteria	O__Oceanospirillales	F__NA	G__NA	S__NA
0cfa9675fa178def8445f53e82e84371	K__Bacteria	P__Proteobacteria	C__Deltaproteobacteria	O__NA	F__NA	G__NA	S__NA
10e0849cb20264c0b6c6ea8615e56d73	K__Bacteria	P__Proteobacteria	C__Gammaproteobacteria	O__Betaproteobacteriales	F__Burkholderiaceae	G__Rhizobacter	S__NA
3e6308a7fdc1d350480bd5bb90309358	K__Bacteria	P__Bacteroidetes	C__Bacteroidia	O__Flavobacteriales	F__Flavobacteriaceae	G__NA	S__NA
2e0ae051d27d7870fade9ab8281ba13a	K__Bacteria	P__Patescibacteria	C__NA	O__NA	F__NA	G__NA	S__NA
e2fd7610361edefdaeb3c26ea534efba	K__Bacteria	P__Proteobacteria	C__Gammaproteobacteria	O__Betaproteobacteriales	F__Burkholderiaceae	G__NA	S__NA
1b8d8ecd001a057529fc7e4c7f80e3df	K__Bacteria	P__Firmicutes	C__Bacilli	O__Bacillales	F__Bacillaceae	G__Bacillus	S__NA
3fb7facde604ecc9b466a00eddd68618	K__Bacteria	P__Proteobacteria	C__Deltaproteobacteria	O__NA	F__NA	G__NA	S__NA
9ed8ade70d6f3c1dfffcd0b800bb47fe	K__Bacteria	P__Actinobacteria	C__Actinobacteria	O__Pseudonocardiales	F__Pseudonocardiaceae	G__Lechevalieria	S__NA
25b260287de6ffc31d58f154fac65294	K__Bacteria	P__Bacteroidetes	C__Bacteroidia	O__Flavobacteriales	F__Flavobacteriaceae	G__NA	S__NA
b83a3cc2d6f5d3a4fd7885532f3d9ca0	K__Bacteria	P__Bacteroidetes	C__Bacteroidia	O__Chitinophagales	F__Chitinophagaceae	G__Niastella	S__NA
ea1db8feeaf32c740679b58a0c9d889f	K__Bacteria	P__Bacteroidetes	C__Bacteroidia	O__Cytophagales	F__NA	G__NA	S__NA
2fd1e406fb2bec5fcb4009880f5e6eb8	K__Bacteria	P__Acidobacteria	C__Acidobacteriia	O__Subgroup 2	F__NA	G__NA	S__NA
3d6d62a08852cc4a0282c4af7fb53537	K__Bacteria	P__Bacteroidetes	C__Bacteroidia	O__Flavobacteriales	F__Flavobacteriaceae	G__Ulvibacter	S__NA
5dbdf9f4eaea01da12a8f207e7232426	K__Bacteria	P__Actinobacteria	C__Nitriliruptoria	O__Nitriliruptorales	F__Nitriliruptoraceae	G__NA	S__NA
11a853aea90731c3a2e74253b39447e2	K__Bacteria	P__Firmicutes	C__Bacilli	O__Bacillales	F__Bacillaceae	G__Bacillus	S__NA
241deac1b40b4d819882c723dd635c1b	K__Bacteria	P__Firmicutes	C__Bacilli	O__Bacillales	F__Bacillaceae	G__Bacillus	S__NA
5d1da60ed79887150deb84f8672287d6	K__Bacteria	P__Firmicutes	C__Bacilli	O__Bacillales	F__Bacillaceae	G__NA	S__NA
ad2ab79ef1bde8fcda90b87d242fc099	K__Bacteria	P__Gemmatimonadetes	C__Gemmatimonadetes	O__Gemmatimonadales	F__Gemmatimonadaceae	G__uncultured	S__NA
59fbcf299831280d382784cf8850c0d8	K__Bacteria	P__Actinobacteria	C__Thermoleophilia	O__Gaiellales	F__Gaiellaceae	G__Gaiella	S__NA
6962b3e87d6bebb8f41c7d94e2c3f7c4	K__Bacteria	P__Proteobacteria	C__Gammaproteobacteria	O__Oceanospirillales	F__NA	G__NA	S__NA
5f1e83e3b5806c04137a67facd03959b	K__Bacteria	P__Firmicutes	C__Bacilli	O__Bacillales	F__Bacillaceae	G__Bacillus	S__NA
24d6376c65e3f4dcf9c5e5ca40350c31	K__Bacteria	P__Proteobacteria	C__Alphaproteobacteria	O__Rhodospirillales	F__Thalassospiraceae	G__Thalassospira	S__NA
ab576a8e76b343a2754ba35b8ad4da0c	K__Bacteria	P__Bacteroidetes	C__Bacteroidia	O__Flavobacteriales	F__Flavobacteriaceae	G__Salinimicrobium	S__NA
53bd69ab383c2682964c18e9f343a0ca	K__Bacteria	P__Firmicutes	C__Bacilli	O__Bacillales	F__Bacillaceae	G__Bacillus	S__NA
5a3b4b27e1c1e3af29d2b24a70f33ee7	K__Bacteria	P__Proteobacteria	C__Gammaproteobacteria	O__Oceanospirillales	F__NA	G__NA	S__NA
ee937e4134e6d0f7ef4f96f75b89a235	K__Bacteria	P__Actinobacteria	C__Thermoleophilia	O__Solirubrobacterales	F__67-14	G__NA	S__NA
87534323175eebe99d5d1cbc5ae8efab	K__Bacteria	P__Proteobacteria	C__Alphaproteobacteria	O__Rhizobiales	F__Rhizobiaceae	G__Mesorhizobium	S__NA
821101f1bc9d1a0d15e979083b775232	K__Bacteria	P__Bacteroidetes	C__Bacteroidia	O__Flavobacteriales	F__Flavobacteriaceae	G__NA	S__NA
c20cb280b51af8d7aac0f7d2d6473efe	K__Bacteria	P__Actinobacteria	C__Acidimicrobiia	O__Microtrichales	F__uncultured	G__uncultured Iamiaceae bacterium	S__uncultured Iamiaceae bacterium
0477f0c018f80000fc61752dc90a805e	K__Bacteria	P__Proteobacteria	C__Gammaproteobacteria	O__NA	F__NA	G__NA	S__NA
92cbe9671235cb7d8ec14dce55520db3	K__Bacteria	P__Actinobacteria	C__Actinobacteria	O__Streptomycetales	F__Streptomycetaceae	G__Streptomyces	S__NA
3d4d8cf2dcdd1be4e273b26dc17dd55f	K__Bacteria	P__Firmicutes	C__Bacilli	O__Bacillales	F__Bacillaceae	G__NA	S__NA
8137c24a9c29e7968bd9e69b018a8a61	K__Bacteria	P__Bacteroidetes	C__Bacteroidia	O__Chitinophagales	F__Chitinophagaceae	G__NA	S__NA
40a5783955e05b9b2b2cd7aca44e81d0	K__Bacteria	P__Actinobacteria	C__Actinobacteria	O__Streptomycetales	F__Streptomycetaceae	G__Streptomyces	S__NA
7bb7d7820294301bc0f2452c7fad4bba	K__Bacteria	P__Proteobacteria	C__Alphaproteobacteria	O__Rhizobiales	F__Rhizobiaceae	G__Shinella	S__NA
d532a864a1f089558d42c3e9805b0aeb	K__Bacteria	P__Firmicutes	C__Bacilli	O__Bacillales	F__Bacillaceae	G__Gracilibacillus	S__NA
41cab0bf816341fb48497e60702cd2c0	K__Bacteria	P__Acidobacteria	C__Subgroup 5	O__NA	F__NA	G__NA	S__NA
2d47fd0162449f3d664c995585f43d21	K__Bacteria	P__Proteobacteria	C__Alphaproteobacteria	O__Rhizobiales	F__Xanthobacteraceae	G__Bradyrhizobium	S__NA
1cddb0ded5cd1dd56ff8dd25aeb42ab4	K__Bacteria	P__Acidobacteria	C__Acidobacteriia	O__Acidobacteriales	F__uncultured	G__NA	S__NA
23ed70e325a310cfafa9b5a4c486cc4b	K__Bacteria	P__Bacteroidetes	C__Bacteroidia	O__Flavobacteriales	F__Flavobacteriaceae	G__NA	S__NA
90c315128eebe4001d23e492e2cceccc	K__Bacteria	P__Bacteroidetes	C__Bacteroidia	O__Chitinophagales	F__Chitinophagaceae	G__NA	S__NA
e042b3230a5b5713a7085e581f5541a7	K__Bacteria	P__Proteobacteria	C__Deltaproteobacteria	O__Myxococcales	F__NA	G__NA	S__NA
ec7cff5d243e7f9acb533e89aeb95552	K__Bacteria	P__NA	C__NA	O__NA	F__NA	G__NA	S__NA
22d1b425acbda407f4c8a35c829e3408	K__Bacteria	P__Proteobacteria	C__Alphaproteobacteria	O__Rhizobiales	F__Xanthobacteraceae	G__Bradyrhizobium	S__NA
d13c1e17ff82a37cc8fad55e17fa7a32	K__Bacteria	P__Actinobacteria	C__Actinobacteria	O__Corynebacteriales	F__Mycobacteriaceae	G__Mycobacterium	S__NA
7527bf26f0f30d9e316258b219e2c0ea	K__Bacteria	P__Actinobacteria	C__Actinobacteria	O__Streptomycetales	F__Streptomycetaceae	G__Streptomyces	S__NA
95a26b3714c2ee8f15c6bceb66d3850c	K__Bacteria	P__Proteobacteria	C__Alphaproteobacteria	O__Rhizobiales	F__Rhizobiaceae	G__NA	S__NA
1a8c031a9a10aa856a8fa390aa4b0bd5	K__Bacteria	P__Firmicutes	C__Bacilli	O__Bacillales	F__Bacillaceae	G__Bacillus	S__NA
004276cc00420d734923565478bfaa3f	K__Bacteria	P__Proteobacteria	C__Gammaproteobacteria	O__Betaproteobacteriales	F__Burkholderiaceae	G__Burkholderia-Caballeronia-Paraburkholderia	S__NA
347daffb227075e1a7db27b9e8fea09e	K__Bacteria	P__Proteobacteria	C__Gammaproteobacteria	O__Steroidobacterales	F__Woeseiaceae	G__NA	S__NA
a483f1a203954a3246ddea57862daf72	K__Bacteria	P__Firmicutes	C__Bacilli	O__Bacillales	F__Bacillaceae	G__Aureibacillus	S__NA
21554e32e4826bf075408dd5e169afd7	K__Bacteria	P__Firmicutes	C__Bacilli	O__Bacillales	F__Bacillaceae	G__Bacillus	S__NA
dbddd2987fadb3ee2dccfcd8918ce4f2	K__Bacteria	P__Actinobacteria	C__Acidimicrobiia	O__Microtrichales	F__Iamiaceae	G__Iamia	S__NA
8ec6bd2c661b83ded86edbe2e88e39da	K__Bacteria	P__NA	C__NA	O__NA	F__NA	G__NA	S__NA
cdaca4263bdaed6260906b9de1debaa9	K__Bacteria	P__Nitrospirae	C__Nitrospira	O__Nitrospirales	F__Nitrospiraceae	G__Nitrospira	S__NA
efc6aca876738e00861bda7a51b49b4f	K__Bacteria	P__Firmicutes	C__Bacilli	O__Bacillales	F__Bacillaceae	G__Bacillus	S__NA
7da8eb8bf4b135921fd031540460c510	K__Bacteria	P__Bacteroidetes	C__Bacteroidia	O__Flavobacteriales	F__Flavobacteriaceae	G__NA	S__NA
2e122b77e1f6298c0b6799e38c0b0849	K__Bacteria	P__Proteobacteria	C__Gammaproteobacteria	O__Oceanospirillales	F__Alcanivoracaceae	G__Alcanivorax	S__NA
e38cc0624756eb8e9424aa4c30f771d8	K__Bacteria	P__Proteobacteria	C__Alphaproteobacteria	O__Rhizobiales	F__Xanthobacteraceae	G__uncultured	S__NA
63b0a2aed6628e2d543c51af2bd6af04	K__Bacteria	P__Proteobacteria	C__Gammaproteobacteria	O__Oceanospirillales	F__NA	G__NA	S__NA
a81189697fea428f8b86680b245f5058	K__Bacteria	P__Firmicutes	C__Bacilli	O__Bacillales	F__Bacillaceae	G__Bacillus	S__NA
584a7badd6539005c3b9ed011018844d	K__Bacteria	P__Firmicutes	C__Bacilli	O__Bacillales	F__Bacillaceae	G__Bacillus	S__NA
908806b1703cf63ce16e6b12f2fad897	K__Bacteria	P__Actinobacteria	C__Actinobacteria	O__Propionibacteriales	F__Propionibacteriaceae	G__NA	S__NA
158e3365135c4bc3c8ca7179c2f29cfc	K__Bacteria	P__Bacteroidetes	C__Bacteroidia	O__Flavobacteriales	F__Flavobacteriaceae	G__Flavobacterium	S__Flavobacterium jejuense
4c9c469ec293a28b064caba767b238f5	K__Bacteria	P__Actinobacteria	C__Actinobacteria	O__Corynebacteriales	F__Mycobacteriaceae	G__Mycobacterium	S__NA
d370cc9d6a015b18c267284eac6f4b52	K__Bacteria	P__Proteobacteria	C__Gammaproteobacteria	O__Betaproteobacteriales	F__Burkholderiaceae	G__NA	S__NA
769525a2925d57c358dea25522f1e96e	K__Bacteria	P__Bacteroidetes	C__Rhodothermia	O__Balneolales	F__Balneolaceae	G__Aliifodinibius	S__NA
e565dcfe02620b039bef86e634bf60f4	K__Bacteria	P__Proteobacteria	C__Gammaproteobacteria	O__Oceanospirillales	F__NA	G__NA	S__NA
55999cf71aa70ede7c9be3b59b343c32	K__Bacteria	P__Gemmatimonadetes	C__Longimicrobia	O__Longimicrobiales	F__Longimicrobiaceae	G__NA	S__NA
a3736a7a5017f387cf88380e63fcf024	K__Bacteria	P__Actinobacteria	C__Actinobacteria	O__Corynebacteriales	F__Mycobacteriaceae	G__Mycobacterium	S__NA
1da620b983f98c06fd0b8ce77c88aa68	K__Bacteria	P__Actinobacteria	C__Thermoleophilia	O__Gaiellales	F__uncultured	G__NA	S__NA
8d2f1f4c80ad7ce0245c45b05cbaa7f4	K__Bacteria	P__Firmicutes	C__Bacilli	O__Bacillales	F__Bacillaceae	G__Bacillus	S__NA
30157e5612bbbce7ea504bd6ddf70a5b	K__Bacteria	P__Proteobacteria	C__Gammaproteobacteria	O__NA	F__NA	G__Cellvibrio	S__NA
3c16efc5c0a4f3b01b844475996c2c9c	K__Bacteria	P__Firmicutes	C__Bacilli	O__Bacillales	F__Bacillaceae	G__Bacillus	S__NA
ba14aac5bb245cb86191b6f01a3968b3	K__Bacteria	P__Acidobacteria	C__Acidobacteriia	O__Subgroup 2	F__NA	G__NA	S__NA
d4e4c05c18a27d8b43c4cf9d30b55f92	K__Bacteria	P__Chloroflexi	C__AD3	O__uncultured bacterium	F__uncultured bacterium	G__uncultured bacterium	S__uncultured bacterium
603f7e41b34024f06daae95dfbaaf7f3	K__Bacteria	P__Bacteroidetes	C__Bacteroidia	O__Flavobacteriales	F__Flavobacteriaceae	G__Mariniflexile	S__uncultured bacterium
17abf720294f8005de26a6f46e867015	K__Bacteria	P__Nitrospirae	C__Nitrospira	O__Nitrospirales	F__Nitrospiraceae	G__Nitrospira	S__NA
b5310f81a42fcb8c7000469bcc22cd6d	K__Bacteria	P__Proteobacteria	C__Deltaproteobacteria	O__Myxococcales	F__Archangiaceae	G__NA	S__NA
088a9223dde588275bffa135d90f13b3	K__Bacteria	P__Bacteroidetes	C__Bacteroidia	O__Chitinophagales	F__Chitinophagaceae	G__Niastella	S__NA
8de2b272b16eacc78b2ccb710f9ca7a7	K__Bacteria	P__Actinobacteria	C__Thermoleophilia	O__Solirubrobacterales	F__Solirubrobacteraceae	G__NA	S__NA
097b3d61ba1c4fea589e3fa5219ff455	K__Bacteria	P__Firmicutes	C__Bacilli	O__Bacillales	F__Bacillaceae	G__Bacillus	S__NA
033df1bd44c189364075351078b1198f	K__Bacteria	P__Bacteroidetes	C__Bacteroidia	O__Chitinophagales	F__Chitinophagaceae	G__Niastella	S__NA
e217c9c200411bb91e8342b93f2b3e0d	K__Bacteria	P__Firmicutes	C__Bacilli	O__Bacillales	F__Bacillaceae	G__NA	S__NA
677143aa7a1da51518268c1910d1d567	K__Bacteria	P__Actinobacteria	C__Actinobacteria	O__Streptomycetales	F__Streptomycetaceae	G__Streptomyces	S__NA
40a891503afb486133590e291f8d2d42	K__Bacteria	P__Proteobacteria	C__Gammaproteobacteria	O__Betaproteobacteriales	F__NA	G__IS-44	S__NA
26bb77564d2a989c894f4ba01cce9df3	K__Bacteria	P__Firmicutes	C__Bacilli	O__Bacillales	F__Bacillaceae	G__Bacillus	S__NA
aa535026b8caa76227836a1f7e95112a	K__Bacteria	P__Firmicutes	C__Bacilli	O__Bacillales	F__Bacillaceae	G__Bacillus	S__NA
91cc38a510f9ae4e423581322b94fb14	K__Bacteria	P__Actinobacteria	C__Actinobacteria	O__Corynebacteriales	F__Mycobacteriaceae	G__Mycobacterium	S__NA
3766c027de9af2c33c972386ef752e49	K__Bacteria	P__Proteobacteria	C__Alphaproteobacteria	O__Rhizobiales	F__NA	G__NA	S__NA
2fe8522ddd30afd4c4acfd6819f5978e	K__Bacteria	P__Dependentiae	C__Babeliae	O__Babeliales	F__Vermiphilaceae	G__NA	S__NA
e6d76a50ed3f64f91025f0a50bde62cc	K__Bacteria	P__Proteobacteria	C__Gammaproteobacteria	O__NA	F__NA	G__NA	S__NA
eb49c0c9abc3988f2db2b1e866d64b23	K__Bacteria	P__Actinobacteria	C__Thermoleophilia	O__Gaiellales	F__NA	G__NA	S__NA
4bbf64842e630f34e11bab4433cbeb1d	K__Bacteria	P__Proteobacteria	C__Alphaproteobacteria	O__Rhizobiales	F__Methyloligellaceae	G__uncultured	S__NA
fe6713a2537df0de0a1ee304278538c5	K__Bacteria	P__Acidobacteria	C__Acidobacteriia	O__Acidobacteriales	F__uncultured	G__NA	S__NA
b78c7ec821eaa5d57e8dc6c719d6a28f	K__Bacteria	P__Actinobacteria	C__Thermoleophilia	O__Gaiellales	F__NA	G__NA	S__NA
3d92c2c34e8c5f4b2bdd4639d4717b30	K__Bacteria	P__Firmicutes	C__Bacilli	O__Bacillales	F__Bacillaceae	G__NA	S__NA
88628ba369e8579cb84473aadb23fd94	K__Bacteria	P__Firmicutes	C__Bacilli	O__Bacillales	F__Bacillaceae	G__Bacillus	S__NA
e41d34a5b9d860d2eab0688616d8cdea	K__Bacteria	P__Proteobacteria	C__Alphaproteobacteria	O__uncultured	F__NA	G__NA	S__NA
2545af9b42fa293a4e4cad89f1d46b85	K__Bacteria	P__Proteobacteria	C__Gammaproteobacteria	O__NA	F__NA	G__NA	S__NA
71cd2c7a8e91dc349d1769780782523a	K__Bacteria	P__Actinobacteria	C__Thermoleophilia	O__Gaiellales	F__Gaiellaceae	G__Gaiella	S__NA
b5735d59f5fc21213e2547e977f150c1	K__Bacteria	P__Actinobacteria	C__Actinobacteria	O__Corynebacteriales	F__Mycobacteriaceae	G__Mycobacterium	S__NA
e4c7c865abb3d3026929e1cd439a6105	K__Bacteria	P__Proteobacteria	C__Deltaproteobacteria	O__Myxococcales	F__NA	G__NA	S__NA
cec5015f887c1675f871af08f86f5134	K__Bacteria	P__Firmicutes	C__Bacilli	O__Bacillales	F__Bacillaceae	G__Bacillus	S__NA
fb85ba7b3be01396f849b9d507249105	K__Bacteria	P__Proteobacteria	C__Deltaproteobacteria	O__NA	F__NA	G__NA	S__NA
1b0813ef20c1eca29504294d07c2f952	K__Bacteria	P__NA	C__NA	O__NA	F__NA	G__NA	S__NA
5de2a481708474f8b3c1c01dfc641c21	K__Bacteria	P__Proteobacteria	C__Gammaproteobacteria	O__Oceanospirillales	F__NA	G__Salinicola	S__NA
573b1c1e170ffe9390388b0759b3dcab	K__Bacteria	P__Firmicutes	C__Bacilli	O__Bacillales	F__Bacillaceae	G__NA	S__NA
c60d399dee2943dced92ff29bf14c269	K__Bacteria	P__Bacteroidetes	C__Bacteroidia	O__Flavobacteriales	F__Flavobacteriaceae	G__NA	S__NA
da3b1f5646461a0bd83fdd20c1d3bdcd	K__Bacteria	P__Firmicutes	C__Bacilli	O__Bacillales	F__Bacillaceae	G__Gracilibacillus	S__NA
fa978e5d68ac5f1fae8e3ea65d322e66	K__Bacteria	P__Bacteroidetes	C__Bacteroidia	O__Chitinophagales	F__Chitinophagaceae	G__NA	S__NA
a52c4ede4593595867ed90982618238f	K__Bacteria	P__Firmicutes	C__Bacilli	O__Bacillales	F__Bacillaceae	G__Bacillus	S__NA
9ae7280bebc259b27e8c0fea2c02757d	K__Bacteria	P__Proteobacteria	C__Alphaproteobacteria	O__Rhizobiales	F__Rhizobiaceae	G__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	S__NA
0b6f1ac23b28b7c4a329153496f5bd7d	K__Bacteria	P__Proteobacteria	C__Gammaproteobacteria	O__NA	F__NA	G__Rheinheimera	S__NA
8570746f960698a7efe1e562fc832fc0	K__Bacteria	P__Actinobacteria	C__Actinobacteria	O__Micrococcales	F__Micrococcaceae	G__Arthrobacter	S__NA
dcc0ce897ab58b44200ed2444329fddf	K__Bacteria	P__Bacteroidetes	C__Bacteroidia	O__Chitinophagales	F__Chitinophagaceae	G__Niastella	S__NA
0dc0fd17c22e04688d9640b560e9e262	K__Bacteria	P__Proteobacteria	C__Alphaproteobacteria	O__NA	F__NA	G__NA	S__NA
1d96ee23cf6a81ebd1ee9206b8555978	K__Bacteria	P__Firmicutes	C__Bacilli	O__Bacillales	F__Bacillaceae	G__Bacillus	S__NA
26738b412b02bf2c51ad96f7bf12e643	K__Bacteria	P__Actinobacteria	C__Acidimicrobiia	O__Microtrichales	F__uncultured	G__uncultured Iamiaceae bacterium	S__uncultured Iamiaceae bacterium
693fc258f43e48c82655025fead10970	K__Bacteria	P__Firmicutes	C__Bacilli	O__Bacillales	F__Bacillaceae	G__Bacillus	S__NA
9793ee12b6dbd030a3f11d958ece249c	K__Bacteria	P__Patescibacteria	C__NA	O__NA	F__NA	G__NA	S__NA
0d90d91243f0c001acee9d1df012192e	K__Bacteria	P__Proteobacteria	C__Alphaproteobacteria	O__Rhizobiales	F__Xanthobacteraceae	G__Rhodoplanes	S__NA
8e612cec814939cfa1795362845a0ef6	K__Bacteria	P__Actinobacteria	C__Actinobacteria	O__Corynebacteriales	F__Nocardiaceae	G__Nocardia	S__NA
9ce12060a1421fd21062929770fbf435	K__Bacteria	P__Firmicutes	C__Bacilli	O__Bacillales	F__Bacillaceae	G__Bacillus	S__NA
046d5610ae739e9235f16426d37e77ce	K__Bacteria	P__Firmicutes	C__Bacilli	O__Bacillales	F__Bacillaceae	G__Bacillus	S__NA
e9bc99e7e08a9be54e590e6e8acc99f9	K__Bacteria	P__Actinobacteria	C__Acidimicrobiia	O__Microtrichales	F__Iamiaceae	G__Iamia	S__NA
55a72ef27c4825cbd2d1aa8d682cf49f	K__Bacteria	P__Bacteroidetes	C__Bacteroidia	O__Chitinophagales	F__Chitinophagaceae	G__Niastella	S__NA
6feea5d01e56c174edcb278eba25f0c5	K__Bacteria	P__Firmicutes	C__Bacilli	O__Bacillales	F__Bacillaceae	G__Bacillus	S__NA
946d919cc9a5c2af0e24241730b58075	K__Bacteria	P__Bacteroidetes	C__Rhodothermia	O__Rhodothermales	F__Rhodothermaceae	G__uncultured	S__NA
17d5d8558937e80aee09d8a6b80056e2	K__Bacteria	P__Bacteroidetes	C__Bacteroidia	O__Cytophagales	F__NA	G__NA	S__NA
